,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating,Year
562,37,32,23,28,21,Dragonslayer,32,1524
563,32,26,22,10,3,Humblescrumble,19,1524
564,17,32,45,40,43,Dragonslayer,29,1524
565,15,48,8,43,46,Humblescrumble,13,1524
566,26,22,28,19,9,Dragonslayer,7,1524
567,22,33,4,34,10,Serpentyne,20,1524
568,15,20,30,59,18,Dragonslayer,16,1524
569,30,39,7,24,29,Humblescrumble,29,1524
570,45,50,15,58,44,Serpentyne,36,1524
571,15,27,10,59,39,Humblescrumble,21,1524
572,54,9,36,41,29,Serpentyne,30,1524
573,27,25,4,31,37,Serpentyne,25,1524
574,48,43,31,53,27,Serpentyne,31,1524
575,41,71,48,45,10,Humblescrumble,29,1524
576,43,37,42,42,23,Dragonslayer,27,1524
577,59,26,27,52,21,Serpentyne,29,1524
578,67,45,31,48,34,Dragonslayer,42,1524
579,13,55,23,32,43,Humblescrumble,21,1524
580,36,24,20,57,23,Serpentyne,32,1524
581,15,44,53,37,46,Dragonslayer,26,1524
582,4,17,3,14,26,Humblescrumble,14,1524
583,23,41,53,36,60,Dragonslayer,19,1524
584,21,21,47,50,18,Dragonslayer,28,1524
585,13,31,25,39,20,Humblescrumble,16,1524
586,57,37,19,34,65,Serpentyne,47,1525
587,50,9,19,24,21,Thought-Talon,21,1525
588,38,69,36,26,56,Thought-Talon,40,1525
589,47,54,46,5,12,Serpentyne,3,1525
590,13,64,43,26,11,Dragonslayer,25,1525
591,28,30,35,11,20,Thought-Talon,17,1525
592,7,33,34,35,19,Dragonslayer,16,1525
593,43,27,25,33,32,Dragonslayer,38,1525
594,49,37,33,37,47,Dragonslayer,43,1525
595,30,17,13,28,42,Dragonslayer,19,1525
596,14,9,54,59,31,Dragonslayer,33,1525
597,38,7,35,49,66,Humblescrumble,23,1525
598,31,31,49,11,35,Thought-Talon,35,1525
599,6,60,55,28,43,Serpentyne,13,1525
600,47,36,39,57,13,Thought-Talon,10,1525
601,47,36,17,29,28,Thought-Talon,18,1525
602,24,42,52,38,41,Dragonslayer,36,1525
603,19,38,18,23,12,Humblescrumble,18,1525
604,46,46,47,38,26,Dragonslayer,33,1525
605,43,7,6,42,29,Serpentyne,31,1525
606,57,56,18,62,31,Serpentyne,41,1525
607,27,23,31,27,27,Dragonslayer,21,1525
608,37,40,20,35,40,Humblescrumble,30,1525
609,47,49,15,24,20,Humblescrumble,36,1525
610,47,38,61,51,63,Humblescrumble,23,1525
611,37,23,19,27,38,Thought-Talon,17,1525
612,35,50,30,26,54,Humblescrumble,25,1525
613,63,33,12,33,33,Thought-Talon,29,1525
614,37,44,36,44,14,Humblescrumble,25,1525
615,41,37,10,32,55,Serpentyne,40,1525
616,7,45,62,66,24,Dragonslayer,35,1526
617,44,29,27,69,10,Serpentyne,28,1526
618,30,55,5,49,18,Serpentyne,23,1526
619,13,28,12,51,42,Humblescrumble,15,1526
620,18,75,3,53,15,Humblescrumble,22,1526
621,37,39,25,44,39,Dragonslayer,18,1526
622,34,24,62,25,12,Dragonslayer,22,1526
623,24,43,40,36,50,Dragonslayer,29,1526
624,49,22,21,13,27,Thought-Talon,27,1526
625,57,26,32,55,17,Serpentyne,38,1526
626,22,66,13,23,38,Humblescrumble,25,1526
627,60,49,22,40,32,Humblescrumble,40,1526
628,46,34,24,26,13,Humblescrumble,24,1526
629,52,44,14,24,24,Humblescrumble,32,1526
630,47,31,24,39,37,Thought-Talon,31,1526
631,38,31,76,28,21,Dragonslayer,27,1526
632,47,52,37,58,46,Dragonslayer,46,1526
633,39,43,22,51,22,Serpentyne,37,1526
634,21,25,39,35,55,Dragonslayer,30,1526
635,47,28,50,71,24,Serpentyne,44,1526
636,32,32,30,43,8,Serpentyne,34,1526
637,9,44,22,34,25,Humblescrumble,23,1526
638,52,40,40,19,12,Humblescrumble,24,1526
639,36,28,47,53,22,Serpentyne,25,1526
640,30,42,41,37,52,Dragonslayer,44,1526
641,37,12,4,52,13,Serpentyne,49,1526
642,31,16,48,12,19,Thought-Talon,22,1526
643,51,14,51,60,55,Serpentyne,41,1526
644,31,26,4,16,20,Thought-Talon,17,1526
645,10,48,43,35,10,Dragonslayer,36,1526
646,5,38,38,28,70,Humblescrumble,24,1526
647,30,63,18,40,51,Serpentyne,25,1526
648,24,43,59,66,12,Dragonslayer,36,1526
649,60,31,34,54,40,Dragonslayer,44,1526
650,3,48,44,7,59,Humblescrumble,34,1526
651,69,33,67,18,46,Dragonslayer,18,1526
652,17,29,19,25,16,Dragonslayer,14,1526
653,18,29,57,66,41,Dragonslayer,40,1526
654,40,18,10,45,53,Serpentyne,35,1526
655,31,37,36,37,36,Dragonslayer,39,1526
656,29,38,30,19,52,Thought-Talon,35,1527
657,15,36,21,10,31,Humblescrumble,20,1527
658,59,16,37,48,46,Thought-Talon,30,1527
659,5,54,48,11,21,Humblescrumble,26,1527
660,4,52,22,24,62,Humblescrumble,26,1527
661,36,3,33,23,21,Thought-Talon,24,1527
662,29,36,71,64,21,Dragonslayer,41,1527
663,51,36,52,26,15,Dragonslayer,25,1527
664,61,18,31,9,29,Thought-Talon,29,1527
665,4,19,14,35,44,Humblescrumble,18,1527
666,44,24,38,28,37,Thought-Talon,28,1527
667,9,60,22,31,8,Humblescrumble,29,1527
668,24,32,18,16,5,Humblescrumble,17,1527
669,25,22,46,42,36,Dragonslayer,25,1527
670,15,49,41,25,17,Dragonslayer,26,1527
671,47,25,13,30,22,Thought-Talon,23,1527
672,30,46,59,52,37,Dragonslayer,35,1527
673,41,4,48,17,12,Dragonslayer,22,1527
674,32,57,23,34,13,Humblescrumble,29,1527
675,23,13,38,43,38,Serpentyne,19,1527
676,17,28,54,38,65,Dragonslayer,36,1527
677,23,30,3,50,32,Serpentyne,26,1527
678,43,31,13,13,35,Thought-Talon,29,1527
679,51,18,26,53,26,Humblescrumble,10,1527
680,25,19,52,26,7,Dragonslayer,30,1527
681,17,47,24,4,48,Humblescrumble,27,1527
682,62,25,41,36,45,Thought-Talon,37,1527
683,32,17,24,52,67,Serpentyne,36,1527
684,8,25,6,31,32,Humblescrumble,13,1527
685,8,23,11,15,46,Humblescrumble,20,1527
686,40,23,21,24,40,Thought-Talon,22,1527
687,40,9,27,68,36,Serpentyne,33,1527
688,19,43,24,8,6,Humblescrumble,24,1527
689,28,14,24,22,12,Dragonslayer,16,1527
690,18,41,37,32,41,Dragonslayer,18,1527
691,50,25,24,22,57,Thought-Talon,27,1527
692,31,69,46,24,31,Thought-Talon,31,1527
693,37,25,14,19,51,Serpentyne,34,1527
694,38,25,19,31,39,Thought-Talon,21,1527
695,45,40,28,2,40,Thought-Talon,23,1527
696,33,22,50,41,11,Dragonslayer,31,1527
697,15,36,32,31,30,Humblescrumble,16,1527
698,14,31,42,20,53,Humblescrumble,29,1527
699,14,7,29,28,40,Humblescrumble,23,1528
700,43,51,51,28,63,Thought-Talon,43,1528
701,25,17,11,28,39,Serpentyne,14,1528
702,25,35,40,8,18,Humblescrumble,20,1528
703,56,15,21,7,8,Humblescrumble,16,1528
704,31,40,46,42,47,Dragonslayer,47,1528
705,26,14,36,39,41,Serpentyne,27,1528
706,29,23,16,30,41,Serpentyne,24,1528
707,52,45,19,26,45,Thought-Talon,38,1528
708,31,9,8,30,37,Serpentyne,21,1528
709,28,13,23,24,39,Serpentyne,19,1528
710,28,48,5,30,30,Humblescrumble,28,1528
711,36,7,44,28,17,Dragonslayer,30,1528
712,37,13,46,38,58,Serpentyne,30,1528
713,36,59,19,28,36,Humblescrumble,27,1528
714,24,26,47,16,41,Thought-Talon,30,1528
715,34,42,25,8,22,Humblescrumble,32,1528
716,15,52,27,33,23,Humblescrumble,21,1528
717,56,46,22,46,61,Serpentyne,51,1528
718,25,50,25,37,36,Dragonslayer,33,1528
719,18,36,30,18,45,Dragonslayer,16,1528
720,11,17,7,30,25,Humblescrumble,14,1528
721,22,29,20,75,44,Dragonslayer,23,1528
722,13,19,41,43,58,Dragonslayer,17,1528
723,22,17,37,37,58,Dragonslayer,30,1528
724,45,63,27,27,21,Humblescrumble,41,1528
725,28,36,31,36,29,Humblescrumble,17,1528
726,36,49,39,14,23,Humblescrumble,37,1528
727,4,11,45,32,27,Humblescrumble,12,1528
728,45,48,21,16,26,Humblescrumble,26,1528
729,15,12,56,62,31,Dragonslayer,44,1528
730,39,35,69,46,34,Dragonslayer,54,1528
731,17,32,29,32,24,Dragonslayer,26,1528
732,54,32,30,42,29,Dragonslayer,34,1528
733,46,31,7,31,21,Thought-Talon,18,1528
734,31,42,25,13,34,Thought-Talon,28,1528
735,18,52,33,61,9,Humblescrumble,20,1528
736,34,12,20,22,13,Dragonslayer,10,1528
737,34,17,25,31,14,Serpentyne,13,1528
738,11,25,53,39,25,Dragonslayer,44,1528
739,30,4,8,26,45,Serpentyne,31,1529
740,38,40,7,65,30,Serpentyne,37,1529
741,27,35,50,26,17,Dragonslayer,25,1529
742,5,26,48,19,32,Dragonslayer,18,1529
743,19,36,55,23,48,Dragonslayer,25,1529
744,32,15,54,15,30,Thought-Talon,18,1529
745,60,30,26,58,17,Serpentyne,32,1529
746,8,48,51,48,35,Dragonslayer,33,1529
747,20,31,17,43,14,Serpentyne,23,1529
748,52,68,11,18,26,Humblescrumble,41,1529
749,27,5,48,49,59,Serpentyne,22,1529
750,35,26,6,27,53,Serpentyne,48,1529
751,59,33,60,19,4,Thought-Talon,7,1529
752,49,25,17,22,34,Thought-Talon,21,1529
753,13,36,32,19,48,Humblescrumble,21,1529
754,43,55,71,26,9,Humblescrumble,32,1529
755,20,30,48,4,38,Thought-Talon,21,1529
756,19,20,12,47,56,Humblescrumble,21,1529
757,30,46,31,35,61,Dragonslayer,37,1529
758,39,22,20,33,31,Thought-Talon,33,1529
759,24,12,38,26,67,Humblescrumble,26,1529
760,18,36,35,29,27,Dragonslayer,20,1529
761,13,42,60,45,25,Dragonslayer,39,1529
762,56,34,67,34,67,Serpentyne,48,1529
763,16,51,6,15,51,Humblescrumble,18,1529
764,41,35,41,61,40,Dragonslayer,51,1529
765,33,45,18,39,28,Thought-Talon,21,1529
766,16,23,26,65,24,Dragonslayer,20,1529
767,31,14,29,44,20,Serpentyne,31,1529
768,34,18,12,47,5,Serpentyne,28,1529
769,53,28,27,72,10,Serpentyne,35,1529
770,19,27,40,19,51,Dragonslayer,24,1529
771,52,30,50,12,33,Thought-Talon,33,1529
772,31,24,36,29,38,Dragonslayer,29,1529
773,49,16,65,34,30,Dragonslayer,37,1530
774,7,64,47,40,38,Dragonslayer,32,1530
775,18,14,35,13,24,Dragonslayer,19,1530
776,26,23,28,30,52,Dragonslayer,34,1530
777,11,58,12,30,32,Humblescrumble,23,1530
778,21,8,29,17,19,Dragonslayer,21,1530
779,49,24,23,4,55,Serpentyne,29,1530
780,39,38,45,25,47,Thought-Talon,44,1530
781,20,40,8,39,27,Serpentyne,17,1530
782,42,15,35,14,4,Dragonslayer,13,1530
783,33,18,53,20,26,Dragonslayer,27,1530
784,28,59,56,27,40,Dragonslayer,29,1530
785,27,34,19,21,69,Serpentyne,24,1530
786,29,4,6,13,20,Thought-Talon,14,1530
787,26,27,40,41,54,Dragonslayer,34,1530
788,33,32,8,30,24,Thought-Talon,20,1530
789,49,56,25,46,19,Humblescrumble,41,1530
790,29,36,64,22,17,Dragonslayer,22,1530
791,33,27,49,44,45,Dragonslayer,28,1530
792,18,32,33,32,35,Dragonslayer,26,1530
793,36,24,18,23,52,Serpentyne,39,1530
794,57,33,62,13,11,Humblescrumble,26,1530
795,28,29,24,14,26,Humblescrumble,25,1530
796,15,35,30,34,23,Dragonslayer,19,1530
797,53,60,17,22,45,Humblescrumble,35,1530
798,33,24,21,27,22,Dragonslayer,24,1530
799,57,20,53,17,60,Thought-Talon,41,1530
800,23,69,7,16,25,Humblescrumble,21,1530
801,37,36,28,8,34,Thought-Talon,29,1530
802,38,25,35,12,59,Serpentyne,32,1530
803,15,34,42,36,52,Dragonslayer,24,1530
804,21,47,43,15,39,Thought-Talon,18,1530
805,33,29,47,29,30,Dragonslayer,33,1530
806,37,65,13,42,19,Humblescrumble,37,1530
807,15,51,63,17,22,Humblescrumble,22,1530
808,15,27,38,11,33,Serpentyne,16,1530
809,13,64,4,70,36,Humblescrumble,24,1530
810,20,11,15,22,22,Humblescrumble,9,1531
811,21,48,64,48,23,Dragonslayer,39,1531
812,18,45,6,57,31,Humblescrumble,18,1531
813,37,63,43,27,44,Thought-Talon,37,1531
814,37,31,43,23,22,Dragonslayer,26,1531
815,5,35,24,36,36,Humblescrumble,25,1531
816,52,10,55,17,40,Thought-Talon,32,1531
817,43,38,29,31,47,Dragonslayer,47,1531
818,31,32,41,20,8,Dragonslayer,26,1531
819,8,24,13,59,38,Humblescrumble,18,1531
820,45,37,27,36,21,Dragonslayer,23,1531
821,22,44,32,35,13,Serpentyne,32,1531
822,66,64,47,32,46,Thought-Talon,55,1531
823,13,17,19,29,42,Humblescrumble,24,1531
824,49,36,11,25,23,Humblescrumble,20,1531
825,28,14,55,29,23,Dragonslayer,25,1531
826,25,36,11,9,50,Serpentyne,21,1531
827,55,40,28,32,7,Humblescrumble,20,1531
828,16,29,34,36,21,Dragonslayer,17,1531
829,45,15,44,28,55,Serpentyne,42,1531
830,26,24,9,34,22,Serpentyne,21,1531
831,24,37,46,25,52,Dragonslayer,26,1531
832,18,22,40,21,34,Dragonslayer,20,1531
833,36,34,26,49,64,Serpentyne,42,1531
834,49,46,2,74,60,Serpentyne,29,1531
835,39,9,40,38,32,Humblescrumble,12,1531
836,27,39,57,28,72,Dragonslayer,28,1531
837,57,51,28,34,13,Humblescrumble,34,1531
838,30,47,34,22,12,Humblescrumble,29,1531
839,44,13,29,21,13,Dragonslayer,16,1531
840,50,33,60,31,10,Dragonslayer,35,1531
841,36,27,31,44,58,Serpentyne,33,1531
842,56,11,21,14,6,Dragonslayer,9,1531
843,33,46,19,39,28,Humblescrumble,25,1531
844,65,51,24,60,42,Serpentyne,35,1531
845,36,26,26,21,54,Serpentyne,31,1531
846,37,56,14,58,42,Serpentyne,42,1531
847,28,11,63,13,14,Dragonslayer,16,1531
848,12,36,59,14,15,Humblescrumble,14,1531
849,49,18,2,36,74,Serpentyne,46,1531
850,29,49,60,43,40,Dragonslayer,33,1531
851,24,42,37,22,7,Humblescrumble,24,1531
852,41,33,37,62,33,Dragonslayer,35,1532
853,29,22,14,59,37,Serpentyne,27,1532
854,30,11,29,24,47,Serpentyne,32,1532
855,36,16,29,29,26,Thought-Talon,31,1532
856,34,64,17,54,62,Serpentyne,30,1532
857,15,55,24,13,36,Humblescrumble,25,1532
858,30,27,22,22,18,Dragonslayer,20,1532
859,25,28,20,38,10,Serpentyne,24,1532
860,42,51,10,54,43,Thought-Talon,40,1532
861,6,30,68,15,36,Dragonslayer,17,1532
862,40,33,28,40,6,Serpentyne,27,1532
863,21,53,27,9,24,Thought-Talon,13,1532
864,54,13,31,44,21,Humblescrumble,11,1532
865,60,58,16,28,30,Humblescrumble,32,1532
866,57,51,16,43,40,Humblescrumble,30,1532
867,20,6,11,41,20,Serpentyne,20,1532
868,20,53,24,52,22,Dragonslayer,29,1532
869,14,36,42,22,40,Dragonslayer,21,1532
870,29,38,31,11,24,Thought-Talon,28,1532
871,21,24,8,52,18,Serpentyne,24,1532
872,27,71,46,20,24,Humblescrumble,24,1532
873,45,9,60,49,12,Dragonslayer,45,1532
874,18,8,22,25,23,Humblescrumble,13,1532
875,38,13,21,18,18,Thought-Talon,17,1532
876,10,46,56,34,24,Dragonslayer,36,1532
877,20,23,45,18,34,Serpentyne,21,1532
878,11,24,17,33,52,Humblescrumble,20,1532
879,46,27,40,5,16,Thought-Talon,10,1532
880,33,15,20,46,29,Serpentyne,30,1532
881,20,25,30,25,11,Dragonslayer,14,1532
882,47,24,43,29,50,Thought-Talon,37,1532
883,30,20,43,49,28,Serpentyne,24,1532
884,34,35,66,46,34,Dragonslayer,39,1532
885,62,61,16,45,23,Humblescrumble,42,1532
886,75,30,46,12,57,Thought-Talon,43,1532
887,6,53,7,51,49,Humblescrumble,20,1532
888,44,31,39,23,22,Dragonslayer,31,1532
889,20,4,71,29,36,Dragonslayer,31,1532
890,33,32,28,45,37,Dragonslayer,30,1532
891,23,24,44,11,52,Thought-Talon,27,1532
892,58,21,35,19,55,Thought-Talon,44,1532
893,23,25,17,33,40,Serpentyne,20,1532
894,25,23,19,33,28,Dragonslayer,22,1532
895,47,66,18,58,41,Thought-Talon,28,1533
896,16,10,48,40,27,Dragonslayer,31,1533
897,36,15,41,65,12,Serpentyne,27,1533
898,9,66,68,31,41,Dragonslayer,25,1533
899,59,28,36,16,5,Dragonslayer,17,1533
900,17,38,19,40,19,Dragonslayer,17,1533
901,23,16,28,17,36,Serpentyne,23,1533
902,56,12,31,23,27,Thought-Talon,25,1533
903,42,29,29,57,29,Serpentyne,40,1533
904,42,32,24,33,19,Dragonslayer,24,1533
905,20,20,9,35,15,Serpentyne,17,1533
906,53,22,29,26,21,Dragonslayer,28,1533
907,19,17,21,36,16,Serpentyne,22,1533
908,49,48,59,39,43,Thought-Talon,52,1533
909,51,10,37,21,42,Thought-Talon,38,1533
910,43,48,41,34,50,Thought-Talon,47,1533
911,29,18,29,38,25,Serpentyne,19,1533
912,17,52,15,26,44,Humblescrumble,28,1533
913,32,30,45,39,16,Dragonslayer,32,1533
914,5,32,11,20,21,Humblescrumble,20,1533
915,42,43,26,63,32,Serpentyne,34,1533
916,36,14,49,14,32,Thought-Talon,25,1533
917,32,41,17,9,45,Serpentyne,33,1533
918,25,52,54,11,57,Thought-Talon,23,1533
919,27,18,23,46,27,Serpentyne,19,1533
920,46,4,62,11,40,Thought-Talon,36,1533
921,4,38,39,31,28,Thought-Talon,1,1533
922,15,41,22,20,22,Humblescrumble,21,1533
923,47,37,51,60,23,Serpentyne,33,1533
924,10,44,23,4,34,Humblescrumble,19,1533
925,22,50,25,34,50,Dragonslayer,22,1533
926,63,45,29,38,63,Thought-Talon,45,1533
927,33,41,66,33,32,Dragonslayer,35,1533
928,46,17,51,28,36,Thought-Talon,25,1533
929,48,11,45,14,44,Serpentyne,28,1533
930,55,23,19,12,31,Thought-Talon,19,1533
931,16,9,21,35,65,Humblescrumble,23,1533
932,68,11,16,21,44,Thought-Talon,36,1533
933,20,58,25,58,17,Humblescrumble,18,1533
934,25,30,31,34,9,Serpentyne,22,1533
935,55,50,39,32,44,Thought-Talon,50,1533
936,29,48,42,16,26,Thought-Talon,30,1534
937,38,48,28,26,48,Humblescrumble,29,1534
938,32,27,34,19,17,Dragonslayer,16,1534
939,37,41,43,24,24,Dragonslayer,32,1534
940,12,21,44,44,40,Dragonslayer,28,1534
941,20,19,14,43,26,Serpentyne,20,1534
942,53,33,11,37,5,Serpentyne,23,1534
943,59,50,24,43,38,Humblescrumble,39,1534
944,57,39,1,10,30,Thought-Talon,31,1534
945,49,68,31,33,22,Humblescrumble,45,1534
946,49,71,62,24,41,Thought-Talon,48,1534
947,58,12,46,17,27,Serpentyne,19,1534
948,44,47,49,56,24,Serpentyne,39,1534
949,28,39,24,33,75,Dragonslayer,28,1534
950,26,19,30,51,17,Serpentyne,28,1534
951,31,22,34,39,43,Dragonslayer,24,1534
952,45,25,68,19,10,Dragonslayer,23,1534
953,39,24,52,42,16,Dragonslayer,32,1534
954,63,68,54,25,23,Humblescrumble,51,1534
955,10,35,17,46,39,Humblescrumble,21,1534
956,22,31,67,65,32,Dragonslayer,50,1534
957,24,2,21,20,34,Serpentyne,24,1534
958,50,58,38,34,62,Thought-Talon,35,1534
959,30,19,42,39,67,Serpentyne,18,1534
960,15,30,16,46,9,Serpentyne,14,1534
961,29,41,15,45,34,Serpentyne,23,1534
962,35,40,49,51,23,Serpentyne,38,1534
963,24,63,47,17,40,Thought-Talon,21,1534
964,34,22,13,36,49,Serpentyne,34,1534
965,35,29,45,43,13,Dragonslayer,24,1534
966,21,8,51,38,11,Dragonslayer,26,1534
967,16,15,26,56,17,Dragonslayer,12,1534
968,48,23,27,30,32,Humblescrumble,12,1534
969,11,53,20,30,46,Humblescrumble,18,1534
970,8,10,27,10,24,Humblescrumble,17,1534
971,35,16,2,21,42,Serpentyne,21,1534
972,48,41,24,47,32,Serpentyne,32,1535
973,21,30,32,13,53,Thought-Talon,29,1535
974,40,30,23,6,54,Serpentyne,34,1535
975,21,32,37,46,24,Dragonslayer,29,1535
976,34,41,14,34,27,Humblescrumble,20,1535
977,29,23,53,41,44,Dragonslayer,30,1535
978,38,40,39,51,41,Dragonslayer,57,1535
979,56,57,31,52,28,Humblescrumble,35,1535
980,18,24,10,39,22,Serpentyne,16,1535
981,8,21,29,28,72,Humblescrumble,22,1535
982,30,69,42,22,34,Serpentyne,16,1535
983,45,30,11,37,27,Thought-Talon,23,1535
984,19,42,40,20,34,Dragonslayer,26,1535
985,34,4,43,5,33,Thought-Talon,25,1535
986,35,24,46,34,14,Dragonslayer,25,1535
987,21,76,15,63,5,Humblescrumble,36,1535
988,39,39,50,41,45,Dragonslayer,55,1535
989,34,2,55,15,18,Dragonslayer,18,1535
990,26,34,21,53,46,Serpentyne,26,1535
991,23,31,29,9,31,Thought-Talon,27,1535
992,32,7,26,21,38,Serpentyne,25,1535
993,15,13,19,10,44,Humblescrumble,20,1535
994,44,16,76,66,33,Dragonslayer,42,1535
995,51,44,19,51,32,Serpentyne,28,1535
996,38,28,20,11,10,Humblescrumble,22,1535
997,37,14,39,58,43,Serpentyne,32,1535
998,19,52,43,39,16,Dragonslayer,23,1535
999,66,9,35,56,4,Serpentyne,34,1535
1000,8,48,19,38,28,Humblescrumble,20,1535
1001,46,12,33,15,22,Thought-Talon,19,1535
1002,14,25,47,54,24,Dragonslayer,29,1535
1003,40,51,20,59,32,Serpentyne,36,1535
1004,57,31,32,36,59,Thought-Talon,46,1535
1005,36,53,25,48,28,Humblescrumble,33,1535
1006,6,30,10,6,36,Humblescrumble,22,1535
1007,8,39,29,59,49,Humblescrumble,19,1535
1008,28,41,35,12,16,Humblescrumble,21,1535
1009,58,51,14,27,28,Humblescrumble,30,1535
1010,19,44,38,51,27,Dragonslayer,19,1536
1011,64,22,54,52,19,Dragonslayer,45,1536
1012,8,14,58,29,23,Dragonslayer,27,1536
1013,26,43,57,9,39,Thought-Talon,19,1536
1014,59,27,14,30,17,Humblescrumble,13,1536
1015,8,50,30,46,39,Humblescrumble,18,1536
1016,6,18,41,30,19,Dragonslayer,28,1536
1017,26,30,6,59,55,Serpentyne,23,1536
1018,43,15,21,17,54,Serpentyne,33,1536
1019,12,21,37,15,33,Dragonslayer,17,1536
1020,44,52,10,24,4,Humblescrumble,32,1536
1021,28,58,43,47,19,Serpentyne,24,1536
1022,3,44,21,38,39,Serpentyne,9,1536
1023,49,39,21,23,10,Humblescrumble,29,1536
1024,43,55,53,19,31,Humblescrumble,39,1536
1025,60,41,51,24,35,Thought-Talon,41,1536
1026,35,16,27,29,13,Thought-Talon,14,1536
1027,18,5,16,48,38,Serpentyne,24,1536
1028,18,52,21,33,24,Humblescrumble,22,1536
1029,20,14,28,31,25,Serpentyne,17,1536
1030,36,11,9,24,32,Thought-Talon,25,1536
1031,21,26,13,7,41,Serpentyne,27,1536
1032,9,30,40,44,49,Dragonslayer,18,1536
1033,12,41,22,46,11,Humblescrumble,26,1536
1034,41,6,44,34,11,Dragonslayer,29,1536
1035,40,43,36,25,9,Humblescrumble,22,1536
1036,6,14,31,43,25,Dragonslayer,14,1536
1037,68,27,18,61,48,Serpentyne,53,1536
1038,52,42,72,16,10,Humblescrumble,25,1536
1039,10,51,31,35,57,Humblescrumble,24,1536
1040,12,18,28,14,38,Humblescrumble,15,1536
1041,21,39,60,21,3,Dragonslayer,24,1536
1042,21,16,19,25,33,Dragonslayer,20,1536
1043,10,32,39,23,26,Dragonslayer,16,1537
1044,24,26,26,37,60,Dragonslayer,31,1537
1045,36,9,73,22,21,Dragonslayer,20,1537
1046,20,36,41,36,41,Dragonslayer,24,1537
1047,28,56,37,40,24,Dragonslayer,34,1537
1048,10,55,43,33,52,Dragonslayer,25,1537
1049,53,15,51,43,35,Dragonslayer,34,1537
1050,32,8,66,38,11,Dragonslayer,49,1537
1051,35,51,48,53,28,Dragonslayer,36,1537
1052,23,39,20,33,20,Dragonslayer,29,1537
1053,13,60,42,15,29,Humblescrumble,36,1537
1054,59,41,46,40,32,Dragonslayer,32,1537
1055,22,27,28,28,62,Dragonslayer,27,1537
1056,28,48,8,47,43,Serpentyne,27,1537
1057,15,25,45,21,40,Dragonslayer,25,1537
1058,46,48,25,48,17,Humblescrumble,34,1537
1059,37,47,12,25,50,Serpentyne,32,1537
1060,49,19,13,17,32,Thought-Talon,25,1537
1061,26,21,15,25,39,Serpentyne,19,1537
1062,11,45,35,22,15,Humblescrumble,21,1537
1063,23,38,54,29,43,Dragonslayer,27,1537
1064,41,34,50,53,40,Dragonslayer,31,1537
1065,46,1,12,8,33,Thought-Talon,31,1537
1066,16,43,49,46,22,Dragonslayer,28,1537
1067,52,43,13,24,23,Humblescrumble,22,1537
1068,58,42,27,46,28,Dragonslayer,38,1537
1069,43,20,26,21,45,Thought-Talon,25,1537
1070,59,32,27,47,21,Serpentyne,35,1537
1071,33,23,31,39,51,Dragonslayer,27,1537
1072,44,35,51,8,26,Thought-Talon,26,1537
1073,54,34,62,34,37,Dragonslayer,41,1537
1074,45,12,32,10,24,Thought-Talon,18,1537
1075,42,32,30,16,17,Humblescrumble,24,1537
1076,46,7,67,28,28,Dragonslayer,27,1537
1077,59,43,33,46,55,Serpentyne,31,1537
1078,58,48,49,21,13,Humblescrumble,37,1537
1079,21,47,39,19,27,Dragonslayer,23,1537
1080,19,53,25,13,25,Thought-Talon,22,1537
1081,16,36,55,11,33,Serpentyne,19,1537
1082,36,40,16,24,29,Serpentyne,13,1537
1083,52,47,30,34,28,Dragonslayer,43,1537
1084,56,28,49,50,27,Thought-Talon,33,1538
1085,34,20,36,24,11,Dragonslayer,16,1538
1086,27,40,10,15,21,Humblescrumble,21,1538
1087,28,50,14,63,13,Serpentyne,34,1538
1088,8,61,15,26,39,Humblescrumble,23,1538
1089,58,29,8,29,36,Thought-Talon,32,1538
1090,29,10,30,22,46,Serpentyne,31,1538
1091,23,49,29,14,55,Thought-Talon,17,1538
1092,22,49,62,17,20,Thought-Talon,27,1538
1093,33,33,29,49,49,Dragonslayer,35,1538
1094,17,23,8,35,48,Humblescrumble,19,1538
1095,29,31,41,61,59,Dragonslayer,36,1538
1096,19,37,15,27,51,Humblescrumble,23,1538
1097,18,30,37,53,50,Dragonslayer,21,1538
1098,40,42,25,37,12,Humblescrumble,33,1538
1099,42,47,35,18,36,Thought-Talon,27,1538
1100,39,40,49,18,27,Thought-Talon,33,1538
1101,39,29,19,5,9,Humblescrumble,18,1538
1102,12,28,14,62,25,Humblescrumble,19,1538
1103,18,38,30,34,46,Dragonslayer,24,1538
1104,30,28,14,23,23,Thought-Talon,14,1538
1105,30,34,15,32,59,Dragonslayer,25,1538
1106,29,28,24,23,29,Dragonslayer,28,1538
1107,7,27,39,37,8,Dragonslayer,24,1538
1108,33,29,37,18,60,Thought-Talon,34,1538
1109,54,42,24,39,19,Humblescrumble,34,1538
1110,40,26,60,39,30,Dragonslayer,30,1538
1111,63,44,12,21,33,Humblescrumble,29,1538
1112,21,17,47,34,53,Serpentyne,19,1538
1113,24,44,35,41,47,Dragonslayer,27,1538
1114,13,60,28,38,26,Humblescrumble,28,1538
1115,21,56,25,22,6,Humblescrumble,23,1538
1116,52,30,36,25,52,Thought-Talon,40,1538
1117,4,33,35,54,38,Dragonslayer,13,1538
1118,50,17,10,27,38,Thought-Talon,22,1538
1119,49,38,26,18,36,Thought-Talon,34,1538
